sub,region,title_kr,title_en,desc_kr,desc_en,addr_kr,addr_en,route_kr,duration,difficulty,budget_kr,naver_map,kakao_map,web,free,publish_at
recommend,경북 영주,영주 부석사 & 소수서원 탐방,Yeongju Buseoksa Temple & Sosu Seowon,"영주 부석사 + 소수서원 탐방
▪ 부석사 무량수전 (국보 18호) → 안양루 → 선묘당
▪ 유네스코 세계문화유산 한국의 서원
▪ 소수서원 국내 최초 사액서원","Yeongju Buseoksa Temple + Sosu Seowon
▪ Buseoksa Muryangsujeon (National Treasure 18) → Anyangru → Seonmyo Shrine
▪ UNESCO World Heritage Korean Confucian Academies
▪ Sosu Seowon — Korea's first royally chartered Seowon",부석면 부석사로 345,"345 Buseoksa-ro, Buseok-myeon, Yeongju-si, Gyeongsangbuk-do",영주버스터미널 → 부석 버스 → 부석사 (약 40분),3시간,medium,"입장료 1,500원",https://map.naver.com/v5/search/부석사+영주,https://map.kakao.com/link/search/부석사+영주,https://www.pusoksa.org,TRUE,
3hour,경남 통영,통영 케이블카 & 달아공원 낙조,Tongyeong Cable Car & Dara Park Sunset,"통영 한려수도 케이블카 + 달아공원 코스
▪ 케이블카 탑승 → 미륵산 정상 전망대 → 달아공원 낙조
▪ 한려해상국립공원 다도해 조망
▪ 통영 꿀빵·충무김밥 먹거리 연계","Tongyeong Hallyeohaesang cable car + Dara Park sunset
▪ Cable car → Mireuksan summit observatory → Dara Park sunset
▪ Hallyeohaesang National Park archipelago views
▪ Tongyeong kkul bread & Chungmu gimbap food connection",도남동 통영케이블카 일대,"Donam-dong cable car area, Tongyeong-si, Gyeongsangnam-do",통영버스터미널 → 시내버스 → 통영케이블카 (약 15분),3시간,easy,"케이블카 왕복 15,000원",https://map.naver.com/v5/search/통영케이블카,https://map.kakao.com/link/search/통영케이블카,https://www.cablecar.co.kr,TRUE,
3hour,경남 거제,거제 외도 보타니아 & 해금강,Geoje Oedo Botania & Haegeumgang,"거제 외도 보타니아 + 해금강 유람
▪ 거제 구조라 선착장 → 유람선 → 외도 보타니아
▪ 지중해풍 섬 식물원 · 드라마 '겨울연가' 촬영지
▪ 해금강 돛대바위 조망 코스 연계","Geoje Oedo Botania + Haegeumgang cruise
▪ Geoje Gurora dock → cruise boat → Oedo Botania
▪ Mediterranean-style island botanical garden · 'Winter Sonata' filming site
▪ Haegeumgang Dotdae Rock view cruise connection",일운면 외도길 17,"17 Oedo-gil, Irun-myeon, Geoje-si, Gyeongsangnam-do",고속버스 거제 → 구조라 시내버스 → 선착장 → 유람선 탑승,3시간,easy,"유람선 왕복 24,000원",https://map.naver.com/v5/search/외도보타니아,https://map.kakao.com/link/search/외도보타니아,해당없음,TRUE,
recommend,경남 하동,하동 쌍계사 & 십리벚꽃길,Hadong Ssanggyesa Temple & Cherry Blossom Road,"하동 쌍계사 + 십리벚꽃길 코스
▪ 쌍계사 → 쌍계사 입구 10리 벚꽃길 (4.3km)
▪ 4월 초중순 벚꽃 절정 · 드라이브 코스 추천
▪ 섬진강 재첩국 먹거리 연계","Hadong Ssanggyesa Temple + 10-ri cherry blossom road
▪ Ssanggyesa → 10-ri cherry blossom road (4.3km) to temple entrance
▪ Peak early–mid April · recommended as drive course
▪ Seomjin River crab soup food connection",화개면 쌍계사길 59,"59 Ssanggyesa-gil, Hwagae-myeon, Hadong-gun, Gyeongsangnam-do",진주버스터미널 → 화개장터 버스 → 쌍계사 택시 (약 1시간 30분),3시간,easy,무료,https://map.naver.com/v5/search/쌍계사+하동,https://map.kakao.com/link/search/쌍계사+하동,해당없음,TRUE,
3hour,경북 경주,경주 양동마을 유네스코 역사마을,Gyeongju Yangdong Village UNESCO Historic Village,"경주 양동마을 유네스코 탐방
▪ 손씨·이씨 500년 씨족마을 보존
▪ 조선 전기 건축 양식 가옥 150여 채
▪ 안동 하회마을과 함께 유네스코 등재","Gyeongju Yangdong Village UNESCO exploration
▪ Son clan & Yi clan 500-year lineage village preservation
▪ 150+ early Joseon-style houses
▪ UNESCO-inscribed together with Andong Hahoe Village",강동면 양동마을길 93,"93 Yangdong Village-gil, Gangdong-myeon, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 버스 → 양동마을 (약 40분),2시간,easy,"성인 4,000원",https://map.naver.com/v5/search/경주양동마을,https://map.kakao.com/link/search/경주양동마을,해당없음,TRUE,
3hour,경북 경주,경주 보문관광단지 & 경주월드,Gyeongju Bomun Tourist Complex & Gyeongju World,"경주 보문관광단지 나들이
▪ 보문호 수변 산책 → 경주월드(선택) → 황금비율 카페거리
▪ 국제 규모 관광단지 · 호수 자전거 대여
▪ 경주월드 서킷 어드벤처 체험 가능","Gyeongju Bomun Tourist Complex outing
▪ Bomunho Lake walk → Gyeongju World (optional) → golden ratio cafe street
▪ International-scale resort complex · lake bike rental
▪ Gyeongju World circuit adventure available",보문로 42,"42 Bomun-ro, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 보문관광단지 (약 30분),3시간,easy,무료 (놀이공원 별도),https://map.naver.com/v5/search/경주보문관광단지,https://map.kakao.com/link/search/경주보문관광단지,해당없음,TRUE,
recommend,경북 경주,경주 신라 토기 & 금속공예 체험,Gyeongju Silla Pottery & Metal Craft Experience,"경주 신라 전통 공예 체험 클래스
▪ 신라 토기 물레 성형 → 건조 → 완성품 배송
▪ 경주 금속공예 (금·은·동 세공) 체험 선택
▪ 황리단길 공방 예약 필수","Gyeongju Silla traditional craft experience
▪ Silla pottery wheel shaping → drying → completed piece delivery
▪ Metal craft (gold·silver·copper) experience available
▪ Hwangridangil workshop advance reservation required",황리단길 일대 공방,"Workshop in Hwangridangil area, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 황리단길 (약 40분),2시간,easy,"40,000~70,000원",https://map.naver.com/v5/search/경주+공방체험,https://map.kakao.com/link/search/경주+공방체험,해당없음,FALSE,
1day,경북 경주,경주 역사 완전 정복 1일 코스,Gyeongju Complete History One-Day Course,"경주 핵심 역사 유적 하루 완주 코스
▪ 불국사 → 석굴암 → 국립경주박물관 → 대릉원 → 첨성대 → 동궁과 월지
▪ 신라 천년 역사 집중 탐방
▪ 소요시간 약 8~10시간","Gyeongju core historic sites full-day course
▪ Bulguksa → Seokguram → National Gyeongju Museum → Daereungwon → Cheomseongdae → Donggung & Wolji
▪ Concentrated Silla 1,000-year history exploration
▪ Approx. 8–10 hours",불국로 385 (불국사 출발),"Starting from Bulguksa, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 불국사 출발,10시간,medium,"입장료 합산 약 15,000원",https://map.naver.com/v5/search/불국사,https://map.kakao.com/link/search/불국사,https://www.bulguksa.or.kr,TRUE,
3hour,부산 해운대,해운대 블루라인파크 해변열차,Haeundae Blue Line Park Beach Train,"해운대 블루라인파크 해변열차 탑승
▪ 미포 → 청사포 → 다릿돌전망대 → 송정 해변열차
▪ 국내 최초 해변열차 · 바다 뷰 창문 탑승
▪ 송정·청사포 카페거리 연계","Haeundae Blue Line Park beach train ride
▪ Mipo → Cheongsapo → Daritdol Observatory → Songjeong beach train
▪ Korea's first beach train · ocean view window seats
▪ Connects to Songjeong & Cheongsapo cafe streets",중동 미포오거리 일대,"Mipo intersection area, Jung-dong, Haeundae-gu, Busan",지하철 2호선 해운대역 3번 출구 → 도보 10분 → 미포 해변열차 출발역,2시간,easy,"해변열차 왕복 12,000원",https://map.naver.com/v5/search/블루라인파크+해변열차,https://map.kakao.com/link/search/블루라인파크+해변열차,https://www.bluelinepark.com,TRUE,
3hour,부산 남구,부산 유엔기념공원 & 이기대 해안산책로,Busan UN Memorial Cemetery & Igidae Coastal Trail,"부산 유엔기념공원 + 이기대 해안산책로
▪ 유엔기념공원 (세계 유일 UN군 묘지) → 이기대 해안산책로
▪ 이기대 수변공원 오륙도 조망
▪ 오륙도 스카이워크 연계 가능","Busan UN Memorial Cemetery + Igidae coastal trail
▪ UN Memorial Cemetery (world's only UN military cemetery) → Igidae coastal trail
▪ Igidae waterfront park Oryukdo Island views
▪ Oryukdo Skywalk connection available",남구 유엔평화로 93,"93 UN Pyeonghwa-ro, Nam-gu, Busan",지하철 2호선 대연역 3번 출구 → 도보 5분 → 유엔기념공원,3시간,easy,무료,https://map.naver.com/v5/search/유엔기념공원+부산,https://map.kakao.com/link/search/유엔기념공원+부산,https://www.unmck.or.kr,TRUE,
3hour,부산 중구,부산 국제시장 & 깡통야시장,Busan Gukje Market & Bupyeong Night Market,"부산 국제시장 + 부평깡통야시장 탐방
▪ 국제시장 → 부평깡통야시장 → BIFF광장
▪ 영화 '국제시장' 실제 배경 · 6·25 피난민 문화
▪ 야시장 매일 운영 (19:30~24:00)","Busan Gukje Market + Bupyeong Kkangtonng Night Market
▪ Gukje Market → Bupyeong Night Market → BIFF Square
▪ Actual setting of film 'Ode to My Father' · Korean War refugee culture
▪ Night market daily (7:30pm–midnight)",신창동 국제시장3길 일대,"Gukje Market area, Sinchang-dong, Jung-gu, Busan",지하철 1호선 자갈치역 7번 출구 → 도보 5분 → 국제시장,2시간,easy,무료 (식비 별도),https://map.naver.com/v5/search/부산+국제시장,https://map.kakao.com/link/search/부산+국제시장,해당없음,TRUE,
recommend,부산 영도,흰여울문화마을 & 영도다리 탐방,흰여울 Cultural Village & Yeongdo Bridge Tour,"영도 흰여울문화마을 + 영도다리 탐방
▪ 흰여울문화마을 → 절영해안산책로 → 영도대교
▪ 한국전쟁 피난민 문화마을 → 감천문화마을과 쌍벽
▪ 영도다리 도개교 (14:00 매일 개방)","Yeongdo Hineoyoul Cultural Village + Yeongdo Bridge
▪ Hineoyoul Village → Jeolyeong coastal trail → Yeongdo Bridge
▪ Korean War refugee cultural village — rivals Gamcheon
▪ Yeongdo Bridge drawbridge opens daily at 2pm",영선동4가 흰여울길 일대,"Hineoyoul-gil area, Yeongseondong 4-ga, Yeongdo-gu, Busan",지하철 1호선 남포역 6번 출구 → 버스 → 흰여울문화마을 (약 20분),3시간,medium,무료,https://map.naver.com/v5/search/흰여울문화마을,https://map.kakao.com/link/search/흰여울문화마을,해당없음,TRUE,
3hour,부산 수영,광안리 해수욕장 & F1963 문화복합공간,Gwangalli Beach & F1963 Cultural Complex,"광안리 + F1963 문화복합공간 코스
▪ 광안리해수욕장 → F1963 (옛 고려제강 공장 → 문화공간)
▪ 광안대교 야경 · 카페·공연·갤러리
▪ 부산국제영화제(BIFF) 연계 행사 다수","Gwangalli + F1963 cultural complex
▪ Gwangalli Beach → F1963 (former wire factory → cultural space)
▪ Gwangandaegyo Bridge night view · cafes · performances · galleries
▪ Many Busan International Film Festival events",수영구 구락로123번길 20,"20 Gurak-ro 123beon-gil, Suyeong-gu, Busan",지하철 2호선 수영역 4번 출구 → 도보 10분 → F1963,2시간,easy,무료,https://map.naver.com/v5/search/F1963+부산,https://map.kakao.com/link/search/F1963+부산,해당없음,TRUE,
3hour,부산 동구,부산 초량 이바구길 탐방,Busan Choryang Ibagu-gil (Story Road) Tour,"부산 초량 이바구길 근현대 역사 탐방
▪ 168계단 → 까치고개 전망대 → 초량이바구길
▪ 한국전쟁 피난 시절 이야기 담긴 골목
▪ 168계단 모노레일 탑승 가능","Busan Choryang Ibagu-gil modern history tour
▪ 168 Steps → Kkachi Hill Observatory → Choryang Ibagu-gil
▪ Alleys holding stories from Korean War refugee period
▪ 168 Steps monorail ride available",초량2동 이바구길 일대,"Ibagu-gil area, Choryang 2-dong, Dong-gu, Busan",지하철 1호선 부산역 7번 출구 → 도보 10분 → 초량 이바구길,2시간,medium,무료,https://map.naver.com/v5/search/초량이바구길,https://map.kakao.com/link/search/초량이바구길,해당없음,TRUE,
recommend,부산 서구,부산 암남공원 & 송도 해상케이블카,Busan Amnam Park & Songdo Ocean Cable Car,"송도해수욕장 + 해상케이블카 코스
▪ 송도해수욕장 → 암남공원 → 해상케이블카 탑승
▪ 국내 최초 공설해수욕장 · 부산 최고 오션뷰
▪ 스카이캡슐(투명 케이블카) 체험","Songdo Beach + ocean cable car course
▪ Songdo Beach → Amnam Park → ocean cable car ride
▪ Korea's first public beach · Busan's best ocean view
▪ Sky Capsule (transparent cable car) experience",서구 암남공원로 185,"185 Amnam Park-ro, Seo-gu, Busan",지하철 1호선 토성역 6번 출구 → 마을버스 2번 → 송도해수욕장 (약 20분),3시간,easy,"케이블카 왕복 15,000원",https://map.naver.com/v5/search/송도해상케이블카,https://map.kakao.com/link/search/송도해상케이블카,https://www.songdocablecar.com,TRUE,
recommend,부산 기장,기장 일광 해안도로 & 죽성 드리뫼 성당,Gijang Ilgwang Coastal Road & Jukseong Church,"기장 해안도로 드라이브 + 죽성 성당 코스
▪ 일광해수욕장 → 해안도로 드라이브 → 죽성 드리뫼 성당
▪ 드라마 '신사의 품격' 촬영지 죽성성당
▪ 기장 해산물 시장 연계","Gijang coastal road drive + Jukseong Church
▪ Ilgwang Beach → coastal road drive → Jukseong Deurime Church
▪ 'A Gentleman's Dignity' drama filming location
▪ Gijang seafood market connection",기장읍 시랑리 드리뫼성당,"Jukseong Deurime Church, Sirang-ri, Gijang-eup, Gijang-gun, Busan",동해선 일광역 → 버스 → 죽성성당 (약 20분),3시간,easy,무료,https://map.naver.com/v5/search/기장+죽성성당,https://map.kakao.com/link/search/기장+죽성성당,해당없음,TRUE,
3hour,부산 동래,동래 온천장 & 동래읍성 역사 탐방,Dongrae Hot Spring & Dongrae Fortress History,"동래 온천 + 동래읍성 역사 탐방
▪ 동래온천 족욕 체험 → 동래읍성 → 동래시장
▪ 1,300년 역사 동래온천 · 임진왜란 동래성 전투지
▪ 동래파전 원조 먹거리 탐방","Dongrae hot spring + Dongrae Fortress history
▪ Dongrae hot spring foot bath → Dongrae Fortress → Dongrae Market
▪ 1,300-year history Dongrae hot spring · Imjin War Dongrae Fortress battle site
▪ Dongrae pajeon (green onion pancake) original food tour",동래구 온천장로 일대,"Oncheonjang-ro area, Dongnae-gu, Busan",지하철 1호선 온천장역 → 도보 5분 → 동래온천장,3시간,easy,"족욕 5,000원~",https://map.naver.com/v5/search/동래온천장,https://map.kakao.com/link/search/동래온천장,해당없음,TRUE,
recommend,부산 해운대,부산 엑스더스카이 & 마린시티 야경,Busan X the SKY & Marine City Night View,"엘시티 타워 X the SKY + 마린시티 야경
▪ 엑스더스카이 전망대 (411m) → 마린시티 마천루 야경
▪ 부산 최고층 전망대 · 유리바닥 체험
▪ 동백섬 누리마루 연계 가능","LCT Tower X the SKY + Marine City night view
▪ X the SKY Observatory (411m) → Marine City skyscrapers night view
▪ Busan's highest observatory · glass floor experience
▪ Dongbaekseom Nurimaru connection available",해운대구 해운대해변로 298,"298 Haeundaehaebyeon-ro, Haeundae-gu, Busan",지하철 2호선 해운대역 3번 출구 → 도보 15분 → 엘시티 타워,2시간,easy,"입장료 27,000원",https://map.naver.com/v5/search/엑스더스카이+부산,https://map.kakao.com/link/search/엑스더스카이+부산,https://www.xthesky.kr,TRUE,
3hour,부산 중구,BIFF광장 & 부산국제영화제 탐방,BIFF Square & Busan International Film Festival Tour,"BIFF광장 + 남포동 탐방 코스
▪ BIFF광장 → 핸드프린팅 → 남포동 쇼핑 → 자갈치시장
▪ 10월 BIFF 기간 국내외 스타 방문
▪ 씨앗호떡·비프버거 길거리 음식 명소","BIFF Square + Nampo-dong exploration
▪ BIFF Square → handprint pavement → Nampo-dong shopping → Jagalchi Market
▪ Domestic & international stars visit during October BIFF
▪ Ssiat hotteok & BIFF Burger street food spots",중앙동 BIFF광장로 일대,"BIFF Square-ro area, Jungang-dong, Jung-gu, Busan",지하철 1호선 남포역 2번 출구 → 도보 3분 → BIFF광장,2시간,easy,무료 (식비 별도),https://map.naver.com/v5/search/BIFF광장+부산,https://map.kakao.com/link/search/BIFF광장+부산,https://www.biff.kr,TRUE,
3hour,부산 북구,금정산 범어사 & 산성마을 탐방,Geumjeongsan Beomeosa Temple & Fortress Village,"금정산 범어사 + 산성마을 탐방
▪ 범어사 (화엄종 10대 사찰) → 금정산성 → 산성마을 막걸리
▪ 국내 최대 규모 산성 금정산성 (17km)
▪ 산성마을 전통 막걸리 양조장 견학","Geumjeongsan Beomeosa Temple + fortress village
▪ Beomeosa (one of 10 Hwaeom sect temples) → Geumjeongsan Fortress → Sanseong village makgeolli
▪ Korea's largest mountain fortress Geumjeongsan (17km)
▪ Sanseong village traditional makgeolli brewery tour",금정구 범어사로 250,"250 Beomeosa-ro, Geumjeong-gu, Busan",지하철 1호선 범어사역 7번 출구 → 마을버스 → 범어사 (약 10분),3시간,medium,무료,https://map.naver.com/v5/search/범어사+부산,https://map.kakao.com/link/search/범어사+부산,https://www.beomeosa.co.kr,TRUE,
3hour,부산 해운대,달맞이 고개 & 청사포 카페거리,Dalmaji Hill & Cheongsapo Cafe Street,"달맞이 고개 + 청사포 카페거리 코스
▪ 달맞이 고개 벚꽃길 → 청사포 다릿돌전망대 → 카페거리
▪ 4월 달맞이 고개 벚꽃 터널 절경
▪ 청사포 빨간등대 인증 포토존","Dalmaji Hill + Cheongsapo cafe street
▪ Dalmaji Hill cherry blossom road → Cheongsapo Daritdol Observatory → cafe street
▪ April cherry blossom tunnel at Dalmaji Hill
▪ Cheongsapo red lighthouse photo spot",해운대구 달맞이길 62번길 일대,"Dalmaji-gil 62-beongil area, Haeundae-gu, Busan",지하철 2호선 해운대역 3번 출구 → 버스 → 달맞이고개 (약 15분),2시간,easy,무료,https://map.naver.com/v5/search/달맞이고개+청사포,https://map.kakao.com/link/search/달맞이고개+청사포,해당없음,TRUE,
recommend,부산 기장,기장 아난티 코브 & 일출 탐방,Gijang Ananti Cove & Sunrise Tour,"기장 아난티 코브 + 일출 코스
▪ 아난티 코브 외관 → 기장 해안도로 일출
▪ 국내 최고급 리조트 외관 관람
▪ 기장 멸치·대게·미역 수산시장 연계","Gijang Ananti Cove + sunrise course
▪ Ananti Cove exterior → Gijang coastal road sunrise
▪ Korea's top luxury resort exterior viewing
▪ Gijang anchovy · snow crab · seaweed seafood market connection",기장읍 기장해안로 268-32,"268-32 Gijang Haean-ro, Gijang-eup, Gijang-gun, Busan",동해선 기장역 → 버스 → 아난티 코브 (약 20분),2시간,easy,무료,https://map.naver.com/v5/search/아난티코브+기장,https://map.kakao.com/link/search/아난티코브+기장,해당없음,TRUE,
3hour,부산 해운대,해운대 수상레저 & 씨사이드 투어,Haeundae Water Leisure & Seaside Tour,"해운대 수상레저 체험 코스
▪ 제트스키·바나나보트·웨이크보드 선택 체험
▪ 동백섬 크루즈 투어 연계 가능
▪ 성수기(7~8월) 사전 예약 필수","Haeundae water leisure experience
▪ Choose: jet ski · banana boat · wakeboard experience
▪ Dongbaekseom cruise tour connection available
▪ Peak season (July–August) advance booking required",해운대구 해운대해변로 264,"264 Haeundaehaebyeon-ro, Haeundae-gu, Busan",지하철 2호선 해운대역 3·5번 출구 → 도보 10분 → 해운대해수욕장,2시간,medium,"30,000~60,000원",https://map.naver.com/v5/search/해운대+수상레저,https://map.kakao.com/link/search/해운대+수상레저,해당없음,FALSE,
nightview,부산 수영,광안대교 야경 & 광안리 포차거리,Gwangandaegyo Bridge Night View & Gwangalli Pojangmacha,"광안대교 야경 + 광안리 포차거리 코스
▪ 광안리 백사장 → 광안대교 야경 감상 → 포차거리 야식
▪ 광안대교 주말 조명쇼 운영
▪ 광안리 버스킹 공연 (주말 저녁)","Gwangandaegyo Bridge night view + Gwangalli pojangmacha
▪ Gwangalli white sand beach → bridge night view → late-night food stalls
▪ Gwangandaegyo weekend light show
▪ Gwangalli busking performances (weekend evenings)",수영구 광안해변로 219,"219 Gwanganhaebyeon-ro, Suyeong-gu, Busan",지하철 2호선 광안역 3번 출구 → 도보 10분 → 광안리해수욕장,2시간,easy,무료,https://map.naver.com/v5/search/광안리+야경,https://map.kakao.com/link/search/광안리+야경,해당없음,TRUE,
3hour,부산 사하,을숙도 철새공원 & 낙동강 하구 탐방,Eulsukdo Migratory Bird Park & Nakdong River Estuary,"을숙도 생태공원 + 낙동강 하구 탐방
▪ 을숙도 철새공원 → 낙동강 하구에코센터 → 문화회관
▪ 청둥오리·두루미 등 철새 탐조 (10~3월)
▪ 자전거 대여 생태 탐방 가능","Eulsukdo Ecological Park + Nakdong River estuary
▪ Eulsukdo Migratory Bird Park → Nakdong River Estuary Eco Center → Culture Hall
▪ Migratory bird watching: mallard · crane (Oct–March)
▪ Bike rental for ecological exploration",사하구 낙동남로 1240,"1240 Nakdongnam-ro, Saha-gu, Busan",지하철 1호선 하단역 → 마을버스 2번 → 을숙도 (약 15분),2시간,easy,무료,https://map.naver.com/v5/search/을숙도+철새공원,https://map.kakao.com/link/search/을숙도+철새공원,해당없음,TRUE,
1day,부산 전체,부산 핵심 명소 1일 완전 공략,Busan Core Attractions One-Day Full Course,"부산 핵심 명소 하루 완주 코스
▪ 감천문화마을 → 자갈치시장 → 국제시장 → 태종대 → 광안대교 야경
▪ 부산 5대 필수 명소 당일 투어
▪ 지하철+버스 대중교통으로 이동 가능","Busan core sites full-day tour
▪ Gamcheon Village → Jagalchi Market → Gukje Market → Taejongdae → Gwangandaegyo night view
▪ Busan's 5 must-see spots in one day
▪ All accessible by subway + bus",사하구 감천동 (출발점),"Starting from Gamcheon-dong, Saha-gu, Busan",지하철 1호선 토성역 6번 출구 → 마을버스 1-1번 → 감천문화마을 (출발),10시간,medium,"대중교통비 약 5,000원",https://map.naver.com/v5/search/감천문화마을,https://map.kakao.com/link/search/감천문화마을,해당없음,TRUE,
recommend,부산 해운대,부산 요트 투어 & 선셋 크루즈,Busan Yacht Tour & Sunset Cruise,"부산 마린시티 출발 요트 투어
▪ 마린시티 요트 선착장 출발 → 광안대교 → 해운대 해안
▪ 일몰 시 선셋 크루즈 추천
▪ 2인부터 예약 가능","Busan Marine City yacht tour
▪ Marine City yacht dock → Gwangandaegyo Bridge → Haeundae coast
▪ Sunset cruise recommended at dusk
▪ Bookable from 2 persons",해운대구 마린시티1로 일대,"Marincity 1-ro area, Haeundae-gu, Busan",지하철 2호선 동백역 1번 출구 → 도보 10분 → 마린시티 요트 선착장,2시간,easy,"80,000~150,000원 (2인 기준)",https://map.naver.com/v5/search/부산+요트투어,https://map.kakao.com/link/search/부산+요트투어,해당없음,FALSE,
3hour,제주 제주시,제주 동문시장 & 제주 흑돼지 탐방,Jeju Dongmun Market & Black Pork Tour,"제주 동문재래시장 먹거리 + 흑돼지 탐방
▪ 동문시장 → 제주 흑돼지 골목 → 오메기떡·귤초콜릿
▪ 제주 최대 재래시장 · 야시장 (매일 18:00~24:00)
▪ 흑돼지 삼겹살·목살 구이 원조 제주 맛","Jeju Dongmun Traditional Market + black pork tour
▪ Dongmun Market → Jeju black pork alley → omegi rice cake · tangerine chocolate
▪ Jeju's largest traditional market · night market daily (6pm–midnight)
▪ Original Jeju taste: black pork belly & neck grilled",일도1동 동문로 11,"11 Dongmun-ro, Ildo 1-dong, Jeju-si, Jeju",제주공항 → 시내버스 → 동문시장 (약 20분),2시간,easy,"흑돼지 1인 20,000원~",https://map.naver.com/v5/search/제주동문시장,https://map.kakao.com/link/search/제주동문시장,해당없음,TRUE,
3hour,제주 제주시,제주 용두암 & 용연구름다리 코스,Jeju Yongduam Rock & Yongyeon Cloud Bridge,"제주 용두암 + 용연구름다리 산책 코스
▪ 용두암(용의 머리 현무암) → 용연 구름다리
▪ 제주 도심 해안 산책 · 일몰 명소
▪ 제주공항 도보 20분 · 여행 시작·마무리 코스","Jeju Yongduam Rock + Yongyeon Cloud Bridge walk
▪ Yongduam (dragon-head basalt rock) → Yongyeon Cloud Bridge
▪ Jeju city coastal walk · sunset spot
▪ 20min walk from Jeju Airport · great start or end to a trip",용담2동 용두암길 15,"15 Yongduam-gil, Yongdam 2-dong, Jeju-si, Jeju",제주공항 → 도보 20분 또는 시내버스 → 용두암,1.5시간,easy,무료,https://map.naver.com/v5/search/용두암,https://map.kakao.com/link/search/용두암,해당없음,TRUE,
recommend,제주 제주시,한라산 성판악 코스 트레킹,Hallasan Seongpanak Course Trekking,"한라산 성판악 → 백록담 왕복 트레킹
▪ 성판악 탐방로 → 진달래밭 대피소 → 백록담 정상
▪ 왕복 19.2km · 소요시간 약 9~10시간
▪ 탐방 신청 필수 (국립공원 예약 시스템)","Hallasan Seongpanak → Baengnokdam crater round trip
▪ Seongpanak trail → Jindallaebat Shelter → Baengnokdam summit
▪ Round trip 19.2km · approx. 9–10 hours
▪ Reservation required (national park booking system)",조천읍 516로 1865,"1865 516-ro, Jocheon-eup, Jeju-si, Jeju",제주시 → 시외버스 성판악 정류장 (약 40분),9시간,hard,무료 (예약 필수),https://map.naver.com/v5/search/한라산+성판악,https://map.kakao.com/link/search/한라산+성판악,https://www.hallasan.go.kr,TRUE,
3hour,제주 제주시,제주 함덕 해수욕장 & 서우봉 오름,Jeju Hamdeok Beach & Seowubong Oreum,"함덕 에메랄드 해수욕장 + 서우봉 오름
▪ 함덕해수욕장 → 서우봉 오름 정상 → 해안 절경
▪ 제주 북동부 최고 에메랄드빛 바다
▪ 서우봉 오름 완만한 코스 · 초보 가능","Hamdeok emerald beach + Seowubong Oreum
▪ Hamdeok Beach → Seowubong Oreum summit → coastal scenery
▪ Best emerald sea in northeast Jeju
▪ Gentle Seowubong Oreum trail · beginner-friendly",조천읍 함덕리 169-1,"169-1 Hamdeok-ri, Jocheon-eup, Jeju-si, Jeju",제주시 → 시내버스 → 함덕해수욕장 (약 30분),2시간,easy,무료,https://map.naver.com/v5/search/함덕해수욕장,https://map.kakao.com/link/search/함덕해수욕장,해당없음,TRUE,
recommend,제주 제주시,제주 김녕 미로공원 & 용천동굴 탐방,Jeju Gimnyeong Maze Park & Yongcheon Cave,"김녕 미로공원 + 만장굴 연계 코스
▪ 김녕미로공원 → 만장굴 (유네스코 용암동굴) → 용천동굴 외관
▪ 세계 최장 용암동굴계 · 1km 구간 일반 공개
▪ 동굴 내부 연중 11~12°C · 여름 피서 최적","Gimnyeong Maze Park + Manjanggul cave course
▪ Gimnyeong Maze Park → Manjanggul (UNESCO lava tube) → Yongcheon Cave exterior
▪ World's longest lava tube system · 1km section open to public
▪ Cave interior year-round 11–12°C · perfect summer retreat",구좌읍 만장굴길 182,"182 Manjanggul-gil, Gujwa-eup, Jeju-si, Jeju",제주시 → 렌터카 또는 시외버스 → 만장굴 (약 50분),3시간,easy,"만장굴 성인 4,000원",https://map.naver.com/v5/search/만장굴,https://map.kakao.com/link/search/만장굴,해당없음,TRUE,
recommend,제주 서귀포,제주 성산일출봉 & 일출 탐방,Jeju Seongsan Ilchulbong & Sunrise Tour,"성산일출봉 일출 탐방 코스
▪ 일출 30분 전 도착 → 분화구 정상 → 우도 조망
▪ 유네스코 세계자연유산 화산 분화구
▪ 섭지코지·우도 연계 당일 코스 가능","Seongsan Ilchulbong sunrise exploration
▪ Arrive 30min before sunrise → crater summit → Udo Island view
▪ UNESCO World Natural Heritage volcanic crater
▪ Day trip connection to Seopjikoji & Udo Island",성산읍 일출로 284-12,"284-12 Ilchul-ro, Seongsan-eup, Seogwipo-si, Jeju",제주시 → 렌터카 또는 시외버스 → 성산일출봉 (약 1시간),2시간,medium,"성인 5,000원",https://map.naver.com/v5/search/성산일출봉,https://map.kakao.com/link/search/성산일출봉,https://www.jeju.go.kr,TRUE,
